Región,CIE-10,Causa de Muerte,Sexo, < 1  , 1 a 4  , 5 a 9  , 10 a 19  , 20 a 44  , 45 a 64  , 65 a 79  , 80 y Más  
Del Bíobío, C00-D48, Tumores (neoplasias),Hombre,2,1,4,9,62,419,662,431
Del Bíobío, C00-D48, Tumores (neoplasias),Mujer,4,3,1,8,81,431,575,418
Del Bíobío, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,1,10,42,102,57
Del Bíobío, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,1,0,1,0,7,43,127,129
Del Bíobío, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,0,2,18,39
Del Bíobío, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,2,18,84
Del Bíobío, G00-G99, Enfermedades del sistema nervioso,Hombre,0,2,1,10,22,24,40,50
Del Bíobío, G00-G99, Enfermedades del sistema nervioso,Mujer,2,1,0,10,11,24,47,121
Del Bíobío, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,1,0,4,71,345,650,544
Del Bíobío, I00-I99, Enfermedades del sistema circulatorio,Mujer,1,0,0,0,24,203,488,894
Del Bíobío, J00-J99, Enfermedades del sistema respiratorio,Hombre,3,0,0,2,13,78,163,315
Del Bíobío, J00-J99, Enfermedades del sistema respiratorio,Mujer,1,2,0,2,6,35,128,350
Del Bíobío, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,64,257,211,98
Del Bíobío, K00-K93, Enfermedades del sistema digestivo,Mujer,1,0,1,0,12,82,114,114
Del Bíobío, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,1,8,22,77,93
Del Bíobío, N00-N99, Enfermedades del sistema genitourinario,Mujer,1,0,0,0,3,18,56,118
Del Bíobío, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,63,0,0,0,0,0,0,0
Del Bíobío, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,34,0,0,0,0,0,0,0
Del Bíobío, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,35,4,1,0,3,4,0,0
Del Bíobío, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,38,5,1,3,7,0,2,0
Del Bíobío, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,7,0,1,1,7,18,25,38
Del Bíobío, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,4,0,0,0,4,4,22,96
Del Bíobío, V00-Y98, Causas externas de mortalidad,Hombre,2,5,6,56,281,290,126,39
Del Bíobío, V00-Y98, Causas externas de mortalidad,Mujer,1,6,2,14,52,52,39,68
Del Bíobío,,Resto de causas,Hombre,0,0,0,1,7,9,12,27
Del Bíobío,,Resto de causas,Mujer,0,1,0,2,7,11,27,40
De La Araucanía, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,2,0,0,1,11,13,18,14
De La Araucanía, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,0,2,6,10,14,23
De La Araucanía, C00-D48, Tumores (neoplasias),Hombre,0,0,4,2,33,180,339,227
De La Araucanía, C00-D48, Tumores (neoplasias),Mujer,0,1,1,2,35,207,293,227
De La Araucanía, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,2,30,49,26
De La Araucanía, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,2,24,38,56
De La Araucanía, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,0,0,8,31
De La Araucanía, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,2,7,60
De La Araucanía, G00-G99, Enfermedades del sistema nervioso,Hombre,1,1,0,4,11,20,26,36
De La Araucanía, G00-G99, Enfermedades del sistema nervioso,Mujer,0,5,3,0,6,8,22,35
De La Araucanía, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,1,29,156,311,300
De La Araucanía, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,1,13,82,176,373
De La Araucanía, J00-J99, Enfermedades del sistema respiratorio,Hombre,3,0,0,0,7,25,94,138
De La Araucanía, J00-J99, Enfermedades del sistema respiratorio,Mujer,1,0,0,0,2,15,66,201
De La Araucanía, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,22,79,54,43
De La Araucanía, K00-K93, Enfermedades del sistema digestivo,Mujer,1,0,1,0,6,37,48,44
De La Araucanía, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,4,7,38,43
De La Araucanía, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,2,11,24,51
De La Araucanía, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,35,0,0,0,0,0,0,0
De La Araucanía, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,14,1,0,0,0,0,0,0
De La Araucanía, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,22,1,0,2,1,1,0,0
De La Araucanía, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,26,1,3,2,1,0,0,1
De La Araucanía, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,5,0,0,2,9,24,60,95
De La Araucanía, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,2,0,1,0,1,9,40,112
De La Araucanía, V00-Y98, Causas externas de mortalidad,Hombre,2,1,6,29,187,175,80,31
De La Araucanía, V00-Y98, Causas externas de mortalidad,Mujer,2,6,1,6,29,25,19,34
De La Araucanía,,Resto de causas,Hombre,0,0,0,0,3,10,11,8
De La Araucanía,,Resto de causas,Mujer,0,0,0,1,8,7,8,24
De Los Ríos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,1,0,0,1,1,5,12,9
De Los Ríos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,0,0,4,4,11,14
De Los Ríos, C00-D48, Tumores (neoplasias),Hombre,0,0,1,5,10,78,149,110
De Los Ríos, C00-D48, Tumores (neoplasias),Mujer,1,0,0,2,18,77,102,81
De Los Ríos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,0,11,13,13
De Los Ríos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,1,9,21,22
De Los Ríos, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,1,0,6,11
De Los Ríos, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,0,4,20
De Los Ríos, G00-G99, Enfermedades del sistema nervioso,Hombre,0,0,2,1,4,5,7,11
De Los Ríos, G00-G99, Enfermedades del sistema nervioso,Mujer,1,0,0,2,0,1,11,15
De Los Ríos, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,0,11,83,127,134
De Los Ríos, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,7,47,97,157
De Los Ríos, J00-J99, Enfermedades del sistema respiratorio,Hombre,1,0,1,0,1,12,37,73
De Los Ríos, J00-J99, Enfermedades del sistema respiratorio,Mujer,0,2,0,2,1,15,29,82
De Los Ríos, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,8,40,27,18
De Los Ríos, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,1,1,10,21,26
De Los Ríos, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,0,2,23,24
De Los Ríos, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,2,3,15,25
De Los Ríos, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,8,0,0,0,0,0,0,0
De Los Ríos, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,9,0,0,0,0,0,0,0
De Los Ríos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,11,0,0,0,0,0,0,0
De Los Ríos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,13,1,0,0,1,1,0,0
De Los Ríos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,1,1,0,1,16,14,17,24
De Los Ríos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,1,0,0,0,1,6,11,47
De Los Ríos, V00-Y98, Causas externas de mortalidad,Hombre,0,1,1,16,65,43,27,9
De Los Ríos, V00-Y98, Causas externas de mortalidad,Mujer,0,0,1,3,11,2,5,13
De Los Ríos,,Resto de causas,Hombre,1,0,0,0,2,2,7,6
De Los Ríos,,Resto de causas,Mujer,0,0,0,1,2,6,5,9
De Los Lagos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,0,0,0,13,19,9,16
De Los Lagos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,1,1,0,5,8,13,12
De Los Lagos, C00-D48, Tumores (neoplasias),Hombre,0,1,2,4,23,164,295,161
De Los Lagos, C00-D48, Tumores (neoplasias),Mujer,0,2,3,0,29,141,217,147
De Los Lagos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,1,1,4,30,45,22
De Los Lagos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,1,0,0,1,1,21,52,43
De Los Lagos, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,0,2,9,20
De Los Lagos, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,2,5,37
De Los Lagos, G00-G99, Enfermedades del sistema nervioso,Hombre,0,1,0,5,10,13,21,23
De Los Lagos, G00-G99, Enfermedades del sistema nervioso,Mujer,2,1,1,2,2,5,23,35
De Los Lagos, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,1,0,0,24,138,263,228
De Los Lagos, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,1,1,11,60,155,311
De Los Lagos, J00-J99, Enfermedades del sistema respiratorio,Hombre,1,0,0,0,11,39,77,126
De Los Lagos, J00-J99, Enfermedades del sistema respiratorio,Mujer,0,1,0,0,4,17,50,140
De Los Lagos, K00-K93, Enfermedades del sistema digestivo,Hombre,1,0,0,1,30,81,57,33
De Los Lagos, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,0,7,30,35,34
De Los Lagos, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,1,3,8,33,36
De Los Lagos, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,1,6,27,38
De Los Lagos, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,21,0,0,0,0,0,0,0
De Los Lagos, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,24,0,0,0,0,0,0,0
De Los Lagos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,22,0,0,1,0,0,0,0
De Los Lagos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,17,3,0,1,1,1,1,0
De Los Lagos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,5,0,0,3,12,18,18,44
De Los Lagos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,2,0,0,0,2,6,12,59
De Los Lagos, V00-Y98, Causas externas de mortalidad,Hombre,1,4,4,36,186,127,47,18
De Los Lagos, V00-Y98, Causas externas de mortalidad,Mujer,1,3,1,7,26,17,6,28
De Los Lagos,,Resto de causas,Hombre,1,0,0,0,4,4,7,9
De Los Lagos,,Resto de causas,Mujer,0,0,0,1,4,5,10,13
De Aisén del Gral. C. Ibáñez del Campo, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,0,0,0,1,1,1,0
De Aisén del Gral. C. Ibáñez del Campo, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,0,0,1,3,1,3
De Aisén del Gral. C. Ibáñez del Campo, C00-D48, Tumores (neoplasias),Hombre,0,0,1,1,4,13,38,21
De Aisén del Gral. C. Ibáñez del Campo, C00-D48, Tumores (neoplasias),Mujer,0,0,0,0,5,21,32,16
De Aisén del Gral. C. Ibáñez del Campo, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,2,1,3,2
De Aisén del Gral. C. Ibáñez del Campo, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,0,2,3,8
De Aisén del Gral. C. Ibáñez del Campo, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,0,0,1,3
De Aisén del Gral. C. Ibáñez del Campo, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,0,1,2
De Aisén del Gral. C. Ibáñez del Campo, G00-G99, Enfermedades del sistema nervioso,Hombre,0,0,0,0,1,2,1,1
De Aisén del Gral. C. Ibáñez del Campo, G00-G99, Enfermedades del sistema nervioso,Mujer,0,1,0,0,0,0,1,4
De Aisén del Gral. C. Ibáñez del Campo, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,0,5,26,43,21
De Aisén del Gral. C. Ibáñez del Campo, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,1,10,18,35
De Aisén del Gral. C. Ibáñez del Campo, J00-J99, Enfermedades del sistema respiratorio,Hombre,0,0,0,0,0,1,16,14
De Aisén del Gral. C. Ibáñez del Campo, J00-J99, Enfermedades del sistema respiratorio,Mujer,0,0,0,0,0,1,6,13
De Aisén del Gral. C. Ibáñez del Campo, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,5,9,5,5
De Aisén del Gral. C. Ibáñez del Campo, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,0,2,3,2,3
De Aisén del Gral. C. Ibáñez del Campo, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,0,0,4,1
De Aisén del Gral. C. Ibáñez del Campo, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,1,1,3,8
De Aisén del Gral. C. Ibáñez del Campo, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,2,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,3,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,1,1,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,3,0,0,1,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,0,0,0,0,2,1,1,2
De Aisén del Gral. C. Ibáñez del Campo, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,1,0,0,0,2,0,0,3
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98, Causas externas de mortalidad,Hombre,1,1,0,3,26,23,8,2
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98, Causas externas de mortalidad,Mujer,0,0,0,4,5,3,1,1
De Aisén del Gral. C. Ibáñez del Campo,,Resto de causas,Hombre,0,0,0,0,0,0,0,1
De Aisén del Gral. C. Ibáñez del Campo,,Resto de causas,Mujer,0,0,0,0,3,1,2,2
De Magallanes y de La Antártica Chilena, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,1,0,0,1,4,4,1
De Magallanes y de La Antártica Chilena, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,0,0,2,1,1,1
De Magallanes y de La Antártica Chilena, C00-D48, Tumores (neoplasias),Hombre,0,0,0,0,7,45,47,29
De Magallanes y de La Antártica Chilena, C00-D48, Tumores (neoplasias),Mujer,0,0,0,1,4,26,57,37
De Magallanes y de La Antártica Chilena, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,1,7,7,3
De Magallanes y de La Antártica Chilena, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,1,0,0,0,0,3,10,8
De Magallanes y de La Antártica Chilena, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,0,0,1,5
De Magallanes y de La Antártica Chilena, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,0,1,10
De Magallanes y de La Antártica Chilena, G00-G99, Enfermedades del sistema nervioso,Hombre,0,0,0,1,1,1,6,5
De Magallanes y de La Antártica Chilena, G00-G99, Enfermedades del sistema nervioso,Mujer,1,0,0,0,0,2,5,5
De Magallanes y de La Antártica Chilena, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,0,7,60,63,46
De Magallanes y de La Antártica Chilena, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,2,11,38,62
De Magallanes y de La Antártica Chilena, J00-J99, Enfermedades del sistema respiratorio,Hombre,0,0,0,0,0,4,13,22
De Magallanes y de La Antártica Chilena, J00-J99, Enfermedades del sistema respiratorio,Mujer,0,0,0,0,0,5,9,21
De Magallanes y de La Antártica Chilena, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,2,17,16,10
De Magallanes y de La Antártica Chilena, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,0,1,9,11,19
De Magallanes y de La Antártica Chilena, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,0,2,5,6
De Magallanes y de La Antártica Chilena, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,0,2,6,9
De Magallanes y de La Antártica Chilena, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,3,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,6,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,6,1,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,2,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,2,0,0,0,1,0,0,3
De Magallanes y de La Antártica Chilena, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,1,0,0,1,0,0,0,4
De Magallanes y de La Antártica Chilena, V00-Y98, Causas externas de mortalidad,Hombre,0,0,1,5,33,22,8,3
De Magallanes y de La Antártica Chilena, V00-Y98, Causas externas de mortalidad,Mujer,0,1,0,4,9,4,7,5
De Magallanes y de La Antártica Chilena,,Resto de causas,Hombre,0,0,0,0,0,0,4,2
De Magallanes y de La Antártica Chilena,,Resto de causas,Mujer,0,0,0,0,0,0,2,6
