Región,CIE-10,Causa de Muerte,Sexo, < 1  , 1 a 4  , 5 a 9  , 10 a 19  , 20 a 44  , 45 a 64  , 65 a 79  , 80 y Más  
Del Bíobío, C00-D48, Tumores (neoplasias),Hombre,0,4,7,12,59,413,729,453
Del Bíobío, C00-D48, Tumores (neoplasias),Mujer,0,3,3,5,95,452,591,448
Del Bíobío, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,2,0,0,4,10,62,112,84
Del Bíobío, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,1,0,2,5,70,83,127
Del Bíobío, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,5,14,25,45
Del Bíobío, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,1,4,10,97
Del Bíobío, G00-G99, Enfermedades del sistema nervioso,Hombre,1,1,3,5,17,36,54,63
Del Bíobío, G00-G99, Enfermedades del sistema nervioso,Mujer,0,1,0,1,10,22,46,119
Del Bíobío, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,1,3,80,369,661,599
Del Bíobío, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,1,1,1,36,189,493,874
Del Bíobío, J00-J99, Enfermedades del sistema respiratorio,Hombre,1,0,0,0,9,65,198,339
Del Bíobío, J00-J99, Enfermedades del sistema respiratorio,Mujer,1,1,0,0,8,30,146,459
Del Bíobío, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,1,49,234,170,91
Del Bíobío, K00-K93, Enfermedades del sistema digestivo,Mujer,0,1,0,0,19,81,138,134
Del Bíobío, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,3,13,46,68
Del Bíobío, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,3,14,54,103
Del Bíobío, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,53,0,0,0,0,0,0,0
Del Bíobío, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,38,0,0,1,0,0,0,0
Del Bíobío, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,49,3,2,1,4,5,1,0
Del Bíobío, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,33,0,0,1,1,1,1,0
Del Bíobío, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,5,0,0,1,15,16,38,60
Del Bíobío, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,3,0,0,0,5,8,19,113
Del Bíobío, V00-Y98, Causas externas de mortalidad,Hombre,2,6,1,50,304,228,121,56
Del Bíobío, V00-Y98, Causas externas de mortalidad,Mujer,3,4,4,15,53,45,27,47
Del Bíobío,,Resto de causas,Hombre,0,1,0,2,4,10,23,21
Del Bíobío,,Resto de causas,Mujer,1,0,0,0,7,13,22,46
De La Araucanía, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,1,0,0,5,17,17,20
De La Araucanía, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,1,0,2,13,15,29
De La Araucanía, C00-D48, Tumores (neoplasias),Hombre,0,1,4,1,24,163,363,263
De La Araucanía, C00-D48, Tumores (neoplasias),Mujer,3,0,0,5,31,207,304,198
De La Araucanía, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,1,0,0,0,5,29,57,39
De La Araucanía, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,4,34,41,53
De La Araucanía, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,3,9,15,27
De La Araucanía, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,0,6,58
De La Araucanía, G00-G99, Enfermedades del sistema nervioso,Hombre,3,0,2,2,10,17,25,37
De La Araucanía, G00-G99, Enfermedades del sistema nervioso,Mujer,0,1,0,1,6,6,21,52
De La Araucanía, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,1,1,1,21,133,294,311
De La Araucanía, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,2,12,88,232,439
De La Araucanía, J00-J99, Enfermedades del sistema respiratorio,Hombre,2,1,0,1,8,41,86,183
De La Araucanía, J00-J99, Enfermedades del sistema respiratorio,Mujer,3,0,0,1,3,18,75,179
De La Araucanía, K00-K93, Enfermedades del sistema digestivo,Hombre,1,1,0,1,30,87,79,53
De La Araucanía, K00-K93, Enfermedades del sistema digestivo,Mujer,1,0,2,2,10,21,57,60
De La Araucanía, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,1,8,28,42
De La Araucanía, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,0,9,23,55
De La Araucanía, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,16,0,0,0,0,0,0,0
De La Araucanía, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,23,0,0,0,0,0,0,0
De La Araucanía, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,17,0,1,0,2,1,1,0
De La Araucanía, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,21,3,0,0,0,2,0,0
De La Araucanía, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,2,0,0,1,8,38,47,84
De La Araucanía, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,2,0,0,0,3,10,31,132
De La Araucanía, V00-Y98, Causas externas de mortalidad,Hombre,1,1,1,20,162,134,75,29
De La Araucanía, V00-Y98, Causas externas de mortalidad,Mujer,2,3,1,8,21,16,15,39
De La Araucanía,,Resto de causas,Hombre,0,0,0,0,0,4,10,5
De La Araucanía,,Resto de causas,Mujer,0,0,0,0,3,8,16,25
De Los Ríos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,0,0,0,7,9,10,9
De Los Ríos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,1,0,1,4,12,21
De Los Ríos, C00-D48, Tumores (neoplasias),Hombre,0,0,0,2,9,78,154,87
De Los Ríos, C00-D48, Tumores (neoplasias),Mujer,0,0,0,2,19,93,126,94
De Los Ríos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,1,5,15,16
De Los Ríos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,0,6,16,20
De Los Ríos, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,1,4,6,24
De Los Ríos, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,2,5,23
De Los Ríos, G00-G99, Enfermedades del sistema nervioso,Hombre,0,0,0,0,4,6,14,18
De Los Ríos, G00-G99, Enfermedades del sistema nervioso,Mujer,1,0,0,1,0,2,11,23
De Los Ríos, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,0,9,57,138,158
De Los Ríos, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,8,36,95,156
De Los Ríos, J00-J99, Enfermedades del sistema respiratorio,Hombre,1,0,0,1,3,15,46,77
De Los Ríos, J00-J99, Enfermedades del sistema respiratorio,Mujer,1,0,1,0,5,11,31,114
De Los Ríos, K00-K93, Enfermedades del sistema digestivo,Hombre,0,1,0,0,8,39,38,19
De Los Ríos, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,0,5,17,22,31
De Los Ríos, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,2,5,16,23
De Los Ríos, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,0,3,10,24
De Los Ríos, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,15,0,0,0,0,0,0,0
De Los Ríos, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,5,0,0,0,0,0,0,0
De Los Ríos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,7,0,0,0,1,0,1,0
De Los Ríos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,5,0,0,0,0,0,0,0
De Los Ríos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,2,0,1,1,10,9,17,38
De Los Ríos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,2,0,0,0,2,3,18,71
De Los Ríos, V00-Y98, Causas externas de mortalidad,Hombre,0,3,0,10,70,66,18,10
De Los Ríos, V00-Y98, Causas externas de mortalidad,Mujer,0,2,0,4,5,6,6,7
De Los Ríos,,Resto de causas,Hombre,0,0,0,0,0,1,5,5
De Los Ríos,,Resto de causas,Mujer,0,0,0,0,2,2,6,9
De Los Lagos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,0,0,0,18,23,19,17
De Los Lagos, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,2,0,0,0,4,9,9,14
De Los Lagos, C00-D48, Tumores (neoplasias),Hombre,1,1,0,0,24,193,284,157
De Los Lagos, C00-D48, Tumores (neoplasias),Mujer,0,0,1,3,42,143,237,184
De Los Lagos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,6,32,48,24
De Los Lagos, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,1,0,0,9,30,61,44
De Los Lagos, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,5,20,14,15
De Los Lagos, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,1,2,11,41
De Los Lagos, G00-G99, Enfermedades del sistema nervioso,Hombre,0,1,0,3,10,10,23,23
De Los Lagos, G00-G99, Enfermedades del sistema nervioso,Mujer,0,2,1,1,5,8,20,43
De Los Lagos, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,1,2,17,132,301,270
De Los Lagos, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,9,55,167,368
De Los Lagos, J00-J99, Enfermedades del sistema respiratorio,Hombre,1,1,0,1,7,20,65,120
De Los Lagos, J00-J99, Enfermedades del sistema respiratorio,Mujer,1,0,0,0,3,23,61,174
De Los Lagos, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,41,116,73,27
De Los Lagos, K00-K93, Enfermedades del sistema digestivo,Mujer,0,1,0,0,10,32,40,43
De Los Lagos, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,2,2,9,20,29
De Los Lagos, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,3,10,24,43
De Los Lagos, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,23,0,1,0,0,0,0,0
De Los Lagos, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,27,0,0,0,0,0,0,0
De Los Lagos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,21,3,2,3,4,2,0,0
De Los Lagos, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,15,3,0,0,1,1,0,1
De Los Lagos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,2,0,0,3,13,15,17,32
De Los Lagos, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,0,0,0,0,4,4,10,61
De Los Lagos, V00-Y98, Causas externas de mortalidad,Hombre,0,1,3,16,175,146,42,16
De Los Lagos, V00-Y98, Causas externas de mortalidad,Mujer,0,1,0,5,24,22,8,28
De Los Lagos,,Resto de causas,Hombre,0,1,0,0,0,7,10,6
De Los Lagos,,Resto de causas,Mujer,1,2,0,0,6,9,9,21
De Aisén del Gral. C. Ibáñez del Campo, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,0,0,0,4,2,1,1
De Aisén del Gral. C. Ibáñez del Campo, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,0,0,1,2,4,2
De Aisén del Gral. C. Ibáñez del Campo, C00-D48, Tumores (neoplasias),Hombre,0,0,0,0,3,21,42,21
De Aisén del Gral. C. Ibáñez del Campo, C00-D48, Tumores (neoplasias),Mujer,0,0,0,0,7,13,24,14
De Aisén del Gral. C. Ibáñez del Campo, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,1,3,3,3
De Aisén del Gral. C. Ibáñez del Campo, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,0,2,5,3
De Aisén del Gral. C. Ibáñez del Campo, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,1,0,1,2
De Aisén del Gral. C. Ibáñez del Campo, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,0,0,1,3
De Aisén del Gral. C. Ibáñez del Campo, G00-G99, Enfermedades del sistema nervioso,Hombre,0,0,0,0,2,3,1,3
De Aisén del Gral. C. Ibáñez del Campo, G00-G99, Enfermedades del sistema nervioso,Mujer,0,0,0,0,0,1,7,2
De Aisén del Gral. C. Ibáñez del Campo, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,0,5,32,34,30
De Aisén del Gral. C. Ibáñez del Campo, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,2,7,19,38
De Aisén del Gral. C. Ibáñez del Campo, J00-J99, Enfermedades del sistema respiratorio,Hombre,0,1,0,0,0,0,12,22
De Aisén del Gral. C. Ibáñez del Campo, J00-J99, Enfermedades del sistema respiratorio,Mujer,1,0,0,0,0,2,11,20
De Aisén del Gral. C. Ibáñez del Campo, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,1,7,4,3
De Aisén del Gral. C. Ibáñez del Campo, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,0,0,3,5,5
De Aisén del Gral. C. Ibáñez del Campo, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,0,1,3,2
De Aisén del Gral. C. Ibáñez del Campo, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,0,1,4,5
De Aisén del Gral. C. Ibáñez del Campo, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,4,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,4,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,0,0,0,0,0,0,0,0
De Aisén del Gral. C. Ibáñez del Campo, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,0,0,0,0,1,4,4,4
De Aisén del Gral. C. Ibáñez del Campo, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,2,0,0,0,1,0,2,2
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98, Causas externas de mortalidad,Hombre,0,2,1,1,26,18,8,6
De Aisén del Gral. C. Ibáñez del Campo, V00-Y98, Causas externas de mortalidad,Mujer,0,0,0,0,4,4,0,3
De Aisén del Gral. C. Ibáñez del Campo,,Resto de causas,Hombre,0,0,0,0,0,1,1,1
De Aisén del Gral. C. Ibáñez del Campo,,Resto de causas,Mujer,1,0,0,0,3,0,1,3
De Magallanes y de La Antártica Chilena, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Hombre,0,0,0,0,0,2,4,1
De Magallanes y de La Antártica Chilena, A00-B99, Ciertas enfermedades infecciosas y parasitarias,Mujer,0,0,0,0,0,2,1,3
De Magallanes y de La Antártica Chilena, C00-D48, Tumores (neoplasias),Hombre,0,0,0,1,3,36,65,33
De Magallanes y de La Antártica Chilena, C00-D48, Tumores (neoplasias),Mujer,0,0,0,0,5,34,49,30
De Magallanes y de La Antártica Chilena, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Hombre,0,0,0,0,4,5,11,1
De Magallanes y de La Antártica Chilena, E00-E90," Enfermedades endocrinas, nutricionales y metabólicas",Mujer,0,0,0,0,2,3,6,6
De Magallanes y de La Antártica Chilena, F00-F90, Trastornos mentales y del comportamiento,Hombre,0,0,0,0,1,0,2,3
De Magallanes y de La Antártica Chilena, F00-F90, Trastornos mentales y del comportamiento,Mujer,0,0,0,0,1,0,1,9
De Magallanes y de La Antártica Chilena, G00-G99, Enfermedades del sistema nervioso,Hombre,0,0,0,1,1,4,2,6
De Magallanes y de La Antártica Chilena, G00-G99, Enfermedades del sistema nervioso,Mujer,1,0,0,0,1,2,5,15
De Magallanes y de La Antártica Chilena, I00-I99, Enfermedades del sistema circulatorio,Hombre,0,0,0,1,7,49,75,56
De Magallanes y de La Antártica Chilena, I00-I99, Enfermedades del sistema circulatorio,Mujer,0,0,0,0,0,19,28,82
De Magallanes y de La Antártica Chilena, J00-J99, Enfermedades del sistema respiratorio,Hombre,0,0,0,0,1,5,11,25
De Magallanes y de La Antártica Chilena, J00-J99, Enfermedades del sistema respiratorio,Mujer,0,0,0,0,0,4,3,36
De Magallanes y de La Antártica Chilena, K00-K93, Enfermedades del sistema digestivo,Hombre,0,0,0,0,5,24,12,8
De Magallanes y de La Antártica Chilena, K00-K93, Enfermedades del sistema digestivo,Mujer,0,0,0,0,1,7,12,10
De Magallanes y de La Antártica Chilena, N00-N99, Enfermedades del sistema genitourinario,Hombre,0,0,0,0,0,2,3,7
De Magallanes y de La Antártica Chilena, N00-N99, Enfermedades del sistema genitourinario,Mujer,0,0,0,0,0,2,3,9
De Magallanes y de La Antártica Chilena, P00-P96, Ciertas afecciones originadas en el período perinatal,Hombre,3,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, P00-P96, Ciertas afecciones originadas en el período perinatal,Mujer,5,0,0,0,1,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Hombre,1,0,0,0,0,0,0,0
De Magallanes y de La Antártica Chilena, Q00-Q99," Malformaciones congénitas, deformidades y anomalías cromosómicas",Mujer,3,1,0,0,1,1,0,0
De Magallanes y de La Antártica Chilena, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Hombre,0,0,0,1,2,0,3,2
De Magallanes y de La Antártica Chilena, R00-R99," Síntomas, signos y hallazgos anormales clínicos y de laboratorio no clasificados en otra parte",Mujer,1,0,0,0,0,1,0,11
De Magallanes y de La Antártica Chilena, V00-Y98, Causas externas de mortalidad,Hombre,0,0,0,5,28,20,13,4
De Magallanes y de La Antártica Chilena, V00-Y98, Causas externas de mortalidad,Mujer,1,0,0,1,6,5,3,4
De Magallanes y de La Antártica Chilena,,Resto de causas,Hombre,0,0,0,0,1,0,0,1
De Magallanes y de La Antártica Chilena,,Resto de causas,Mujer,0,0,0,0,0,3,3,2
